,F_equation_0,G_equation_0,type,state
10007,1.028*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
10008,-0.265370948780753*x_1_0*(x_1_0 - 4.141)*(x_1_0 - 0.91) + 0.149,x_1_0*x_2_0/(0.897*x_1_0 + 0.131*x_2_0 + 5.561),Mutualistic,True
10009,-1.679*x_1_0**1.0,x_2_0**2.0,Population,True
10010,0.0,-0.66*x_1_0 + 0.66*x_2_0,Heat,True
10011,-0.182013697622828*x_1_0*(x_1_0 - 5.188)*(x_1_0 - 1.059) + 0.076,x_1_0*x_2_0/(0.916*x_1_0 + 0.1*x_2_0 + 5.848),Mutualistic,True
10012,-0.121224199550549*x_1_0*(x_1_0 - 5.982)*(x_1_0 - 1.379) + 0.101,x_1_0*x_2_0/(0.899*x_1_0 + 0.09*x_2_0 + 5.942),Mutualistic,True
10013,-x_1_0,exp(0.967*x_2_0)/(exp(0.967*x_2_0) + 2249.79414522096),Neural,True
10014,-x_1_0,exp(1.924*x_2_0)/(exp(1.924*x_2_0) + 285992.252421572),Neural,True
10015,0.923*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
10016,5.83900000000000,7.504*sin(x_1_0*x_2_0),Kuramoto,True
10017,-0.243745074826082*x_1_0*(x_1_0 - 4.937)*(x_1_0 - 0.831) + 0.142,x_1_0*x_2_0/(0.937*x_1_0 + 0.102*x_2_0 + 4.575),Mutualistic,True
10018,-x_1_0,exp(2.424*x_2_0)/(exp(2.424*x_2_0) + 9335211.58056517),Neural,True
10019,x_1_0*(0.869 - 1.116*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
10020,9.39100000000000,5.57*sin(x_1_0*x_2_0),Kuramoto,True
10021,-1.118*x_1_0**1.0,x_2_0**2.0,Population,True
10022,-0.211987467300933*x_1_0*(x_1_0 - 4.308)*(x_1_0 - 1.095) + 0.057,x_1_0*x_2_0/(0.866*x_1_0 + 0.095*x_2_0 + 4.524),Mutualistic,True
10023,-4.154*x_1_0 + 4.038*tanh(x_1_0),tanh(x_2_0),Excitation,True
10024,-x_1_0,exp(1.592*x_2_0)/(exp(1.592*x_2_0) + 97.0676346538374),Neural,True
10025,-0.959*x_1_0**1.0,x_2_0**2.0,Population,True
10026,-7.13*x_1_0,3.44*x_2_0*(1 - x_1_0),Epidemic,True
10027,-2.367*x_1_0,0.776*x_2_0*(1 - x_1_0),Epidemic,True
10028,-0.752*x_1_0**1.0,x_2_0**1.0,Population,True
10029,-2.123*x_1_0 + 1.373*tanh(x_1_0),tanh(x_2_0),Excitation,True
10030,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
10031,x_1_0*(1.867 - 0.569*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
10032,x_1_0*(1.178 - 0.056*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
10033,-2.687*x_1_0 + 4.121*tanh(x_1_0),tanh(x_2_0),Excitation,True
10034,-0.214373576827417*x_1_0*(x_1_0 - 4.614)*(x_1_0 - 1.011) + 0.056,x_1_0*x_2_0/(0.867*x_1_0 + 0.082*x_2_0 + 5.282),Mutualistic,True
10035,-0.199222236389137*x_1_0*(x_1_0 - 4.96)*(x_1_0 - 1.012) + 0.119,x_1_0*x_2_0/(0.849*x_1_0 + 0.085*x_2_0 + 4.416),Mutualistic,True
10036,-0.186019171135777*x_1_0*(x_1_0 - 5.194)*(x_1_0 - 1.035) + 0.085,x_1_0*x_2_0/(0.916*x_1_0 + 0.055*x_2_0 + 5.937),Mutualistic,True
10037,0.0,-1.24*x_1_0 + 1.24*x_2_0,Heat,True
10038,-4.594*x_1_0 + 2.833*tanh(x_1_0),tanh(x_2_0),Excitation,True
10039,6.46500000000000,6.625*sin(x_1_0*x_2_0),Kuramoto,True
10040,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
10041,-0.227713663730679*x_1_0*(x_1_0 - 4.348)*(x_1_0 - 1.01) + 0.143,x_1_0*x_2_0/(0.829*x_1_0 + 0.137*x_2_0 + 4.505),Mutualistic,True
10042,x_1_0*(1.988 - 1.572*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
10043,0.0,-1.949*x_1_0 + 1.949*x_2_0,Heat,True
10044,-6.424*x_1_0,4.418*x_2_0*(1 - x_1_0),Epidemic,True
10045,1.336*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
10046,-0.388*x_1_0**1.0,x_2_0**1.0,Population,True
10047,-0.573*x_1_0**2.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
10048,x_1_0*(1.434 - 0.317*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
10049,9.44400000000000,7.912*sin(x_1_0*x_2_0),Kuramoto,True
10050,-0.194147915860953*x_1_0*(x_1_0 - 4.991)*(x_1_0 - 1.032) + 0.148,x_1_0*x_2_0/(0.839*x_1_0 + 0.11*x_2_0 + 5.147),Mutualistic,True
10051,-7.55*x_1_0,3.896*x_2_0*(1 - x_1_0),Epidemic,True
10052,-1.902*x_1_0**1.0,x_2_0**2.0,Population,True
10053,0.0,-1.497*x_1_0 + 1.497*x_2_0,Heat,True
10054,-4.599*x_1_0 + 1.217*tanh(x_1_0),tanh(x_2_0),Excitation,True
10055,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
10056,-0.938*x_1_0**3.0,x_2_0**2.0,Population,True
10057,-1.985*x_1_0 + 4.391*tanh(x_1_0),tanh(x_2_0),Excitation,True
10058,1.328*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
10059,-x_1_0,exp(0.336*x_2_0)/(exp(0.336*x_2_0) + 5.76363297090273),Neural,True
10060,-0.567*x_1_0**1.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
10061,9.05000000000000,7.829*sin(x_1_0*x_2_0),Kuramoto,True
10062,-0.174302784504413*x_1_0*(x_1_0 - 5.037)*(x_1_0 - 1.139) + 0.08,x_1_0*x_2_0/(0.951*x_1_0 + 0.126*x_2_0 + 5.405),Mutualistic,True
10063,7.72300000000000,7.989*sin(x_1_0*x_2_0),Kuramoto,True
10064,8.44000000000000,9.013*sin(x_1_0*x_2_0),Kuramoto,True
10065,-0.775*x_1_0**2.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
10066,8.46800000000000,5.895*sin(x_1_0*x_2_0),Kuramoto,True
10067,8.50200000000000,6.693*sin(x_1_0*x_2_0),Kuramoto,True
10068,-0.433*x_1_0**3.0,x_2_0**1.0,Population,True
10069,-x_1_0,exp(0.655*x_2_0)/(exp(0.655*x_2_0) + 393.175076520989),Neural,True
10070,-0.171289601727695*x_1_0*(x_1_0 - 4.758)*(x_1_0 - 1.227) + 0.143,x_1_0*x_2_0/(0.838*x_1_0 + 0.142*x_2_0 + 5.484),Mutualistic,True
10071,-0.911*x_1_0**2.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
10072,5.40700000000000,7.302*sin(x_1_0*x_2_0),Kuramoto,True
10073,0.873*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
10074,-1.128*x_1_0**1.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
10075,-0.307636175922362*x_1_0*(x_1_0 - 5.087)*(x_1_0 - 0.639) + 0.054,x_1_0*x_2_0/(0.918*x_1_0 + 0.066*x_2_0 + 5.325),Mutualistic,True
10076,-1.231*x_1_0 + 3.106*tanh(x_1_0),tanh(x_2_0),Excitation,True
10077,0.756*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
10078,-1.141*x_1_0**1.0,x_2_0**2.0,Population,True
10079,1.238*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
10080,-4.902*x_1_0 + 2.072*tanh(x_1_0),tanh(x_2_0),Excitation,True
10081,x_1_0*(0.904 - 1.89*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
10082,-0.982*x_1_0**2.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
10083,x_1_0*(0.392 - 1.723*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
10084,0.0,-0.606*x_1_0 + 0.606*x_2_0,Heat,True
10085,-x_1_0,exp(0.774*x_2_0)/(exp(0.774*x_2_0) + 4.81624221233122),Neural,True
10086,7.93500000000000,9.457*sin(x_1_0*x_2_0),Kuramoto,True
10087,0.0,-1.739*x_1_0 + 1.739*x_2_0,Heat,True
10088,0.0,-0.669*x_1_0 + 0.669*x_2_0,Heat,True
10089,0.0,-1.65*x_1_0 + 1.65*x_2_0,Heat,True
10090,x_1_0*(0.202 - 1.337*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
10091,-1.174*x_1_0**2.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
10092,x_1_0*(1.047 - 1.101*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
10093,-0.77*x_1_0**1.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
10094,8.78400000000000,6.222*sin(x_1_0*x_2_0),Kuramoto,True
10095,-2.203*x_1_0 + 1.372*tanh(x_1_0),tanh(x_2_0),Excitation,True
10096,x_1_0*(1.394 - 0.969*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
10097,-5.25*x_1_0,2.593*x_2_0*(1 - x_1_0),Epidemic,True
10098,9.48200000000000,8.319*sin(x_1_0*x_2_0),Kuramoto,True
10099,-0.145375926153682*x_1_0*(x_1_0 - 4.851)*(x_1_0 - 1.418) + 0.082,x_1_0*x_2_0/(0.981*x_1_0 + 0.138*x_2_0 + 4.722),Mutualistic,True
10100,0.0,-1.103*x_1_0 + 1.103*x_2_0,Heat,True
10101,x_1_0*(1.303 - 1.059*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
10102,-1.25*x_1_0**2.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
10103,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
10104,-0.778*x_1_0**3.0,x_2_0**1.0,Population,True
10105,-0.141661680175524*x_1_0*(x_1_0 - 5.952)*(x_1_0 - 1.186) + 0.127,x_1_0*x_2_0/(0.98*x_1_0 + 0.056*x_2_0 + 5.564),Mutualistic,True
10106,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
10107,-0.825*x_1_0**3.0,x_2_0**2.0,Population,True
10108,0.962*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
10109,-0.406*x_1_0**3.0,x_2_0**2.0,Population,True
10110,0.518*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
10111,-6.343*x_1_0,3.656*x_2_0*(1 - x_1_0),Epidemic,True
10112,-1.447*x_1_0**1.0,x_2_0**2.0,Population,True
10113,0.516*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
10114,-1.101*x_1_0**1.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
10115,-2.738*x_1_0 + 2.118*tanh(x_1_0),tanh(x_2_0),Excitation,True
10116,-1.907*x_1_0**3.0,x_2_0**2.0,Population,True
10117,-6.843*x_1_0,4.501*x_2_0*(1 - x_1_0),Epidemic,True
10118,-5.178*x_1_0,3.393*x_2_0*(1 - x_1_0),Epidemic,True
10119,-0.641*x_1_0**2.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
10120,-x_1_0,exp(2.945*x_2_0)/(exp(2.945*x_2_0) + 47286.2578237543),Neural,True
10121,0.0,-0.894*x_1_0 + 0.894*x_2_0,Heat,True
10122,-1.506*x_1_0 + 2.551*tanh(x_1_0),tanh(x_2_0),Excitation,True
10123,-x_1_0,exp(2.044*x_2_0)/(exp(2.044*x_2_0) + 16736.5796301904),Neural,True
10124,-0.340664896117647*x_1_0*(x_1_0 - 5.114)*(x_1_0 - 0.574) + 0.099,x_1_0*x_2_0/(0.802*x_1_0 + 0.119*x_2_0 + 4.678),Mutualistic,True
10125,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
10126,x_1_0*(1.366 - 1.026*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
10127,-x_1_0,exp(1.179*x_2_0)/(exp(1.179*x_2_0) + 13.8459254774863),Neural,True
10128,-1.139*x_1_0**2.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
10129,x_1_0*(1.387 - 1.321*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
10130,-1.301*x_1_0**2.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
10131,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
10132,0.0,-1.947*x_1_0 + 1.947*x_2_0,Heat,True
10133,-x_1_0,exp(0.696*x_2_0)/(exp(0.696*x_2_0) + 40.472875135937),Neural,True
10134,-3.685*x_1_0 + 1.722*tanh(x_1_0),tanh(x_2_0),Excitation,True
10135,-1.567*x_1_0 + 1.119*tanh(x_1_0),tanh(x_2_0),Excitation,True
10136,1.331*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
10137,-x_1_0,exp(0.154*x_2_0)/(exp(0.154*x_2_0) + 2.3111841217179),Neural,True
10138,-1.195*x_1_0**1.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
10139,-0.239932319891205*x_1_0*(x_1_0 - 4.193)*(x_1_0 - 0.994) + 0.097,x_1_0*x_2_0/(0.812*x_1_0 + 0.132*x_2_0 + 4.965),Mutualistic,True
10140,-1.955*x_1_0,4.208*x_2_0*(1 - x_1_0),Epidemic,True
10141,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
10142,-3.713*x_1_0,1.75*x_2_0*(1 - x_1_0),Epidemic,True
10143,1.34*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
10144,0.781*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
10145,x_1_0*(1.603 - 1.246*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
10146,-0.979*x_1_0**1.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
10147,-1.165*x_1_0**2.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
10148,-2.346*x_1_0,0.634*x_2_0*(1 - x_1_0),Epidemic,True
10149,-4.258*x_1_0,2.273*x_2_0*(1 - x_1_0),Epidemic,True
10150,-x_1_0,exp(0.972*x_2_0)/(exp(0.972*x_2_0) + 12.5062435048819),Neural,True
10151,5.95100000000000,7.21*sin(x_1_0*x_2_0),Kuramoto,True
10152,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
10153,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
10154,-3.669*x_1_0,4.905*x_2_0*(1 - x_1_0),Epidemic,True
10155,0.0,-1.487*x_1_0 + 1.487*x_2_0,Heat,True
10156,-0.794*x_1_0**2.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
10157,-7.125*x_1_0,2.335*x_2_0*(1 - x_1_0),Epidemic,True
10158,x_1_0*(1.956 - 0.197*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
10159,0.0,-0.863*x_1_0 + 0.863*x_2_0,Heat,True
10160,0.0,-1.829*x_1_0 + 1.829*x_2_0,Heat,True
10161,-1.886*x_1_0**3.0,x_2_0**1.0,Population,True
10162,-0.551*x_1_0**2.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
10163,8.91600000000000,6.453*sin(x_1_0*x_2_0),Kuramoto,True
10164,5.82800000000000,6.963*sin(x_1_0*x_2_0),Kuramoto,True
10165,x_1_0*(0.502 - 1.867*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
10166,-7.191*x_1_0,2.545*x_2_0*(1 - x_1_0),Epidemic,True
10167,-0.477017761279323*x_1_0*(x_1_0 - 4.143)*(x_1_0 - 0.506) + 0.087,x_1_0*x_2_0/(0.967*x_1_0 + 0.07*x_2_0 + 4.737),Mutualistic,True
10168,-1.948*x_1_0**1.0,x_2_0**2.0,Population,True
10169,7.09200000000000,8.285*sin(x_1_0*x_2_0),Kuramoto,True
10170,-x_1_0,exp(0.113*x_2_0)/(exp(0.113*x_2_0) + 1.83042833077825),Neural,True
10171,6.80400000000000,5.669*sin(x_1_0*x_2_0),Kuramoto,True
10172,-0.836*x_1_0**2.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
10173,5.43100000000000,5.385*sin(x_1_0*x_2_0),Kuramoto,True
10174,-1.123*x_1_0 + 4.423*tanh(x_1_0),tanh(x_2_0),Excitation,True
10175,-0.229*x_1_0**1.0,x_2_0**2.0,Population,True
10176,1.004*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
10177,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
10178,-4.071*x_1_0 + 3.706*tanh(x_1_0),tanh(x_2_0),Excitation,True
10179,-1.574*x_1_0 + 1.084*tanh(x_1_0),tanh(x_2_0),Excitation,True
10180,-3.529*x_1_0,1.476*x_2_0*(1 - x_1_0),Epidemic,True
10181,-2.538*x_1_0 + 4.095*tanh(x_1_0),tanh(x_2_0),Excitation,True
10182,-0.132*x_1_0**3.0,x_2_0**2.0,Population,True
10183,-x_1_0,exp(0.165*x_2_0)/(exp(0.165*x_2_0) + 1.26987694236473),Neural,True
10184,7.83200000000000,5.35*sin(x_1_0*x_2_0),Kuramoto,True
10185,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
10186,-0.924*x_1_0**3.0,x_2_0**2.0,Population,True
10187,6.04500000000000,8.162*sin(x_1_0*x_2_0),Kuramoto,True
10188,0.0,-1.158*x_1_0 + 1.158*x_2_0,Heat,True
10189,-x_1_0,exp(0.924*x_2_0)/(exp(0.924*x_2_0) + 964.671858011807),Neural,True
10190,6.50800000000000,9.147*sin(x_1_0*x_2_0),Kuramoto,True
10191,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
10192,-4.661*x_1_0,3.592*x_2_0*(1 - x_1_0),Epidemic,True
10193,7.04600000000000,8.745*sin(x_1_0*x_2_0),Kuramoto,True
10194,-6.267*x_1_0,1.973*x_2_0*(1 - x_1_0),Epidemic,True
10195,-0.211434370771313*x_1_0*(x_1_0 - 5.912)*(x_1_0 - 0.8) + 0.119,x_1_0*x_2_0/(0.901*x_1_0 + 0.077*x_2_0 + 5.306),Mutualistic,True
10196,6.87800000000000,7.164*sin(x_1_0*x_2_0),Kuramoto,True
10197,6.15400000000000,5.115*sin(x_1_0*x_2_0),Kuramoto,True
10198,-0.33969929818125*x_1_0*(x_1_0 - 4.515)*(x_1_0 - 0.652) + 0.128,x_1_0*x_2_0/(0.98*x_1_0 + 0.122*x_2_0 + 4.094),Mutualistic,True
10199,0.0,-1.317*x_1_0 + 1.317*x_2_0,Heat,True
10200,9.80600000000000,6.087*sin(x_1_0*x_2_0),Kuramoto,True
10201,-2.965*x_1_0,4.277*x_2_0*(1 - x_1_0),Epidemic,True
10202,-2.247*x_1_0,3.824*x_2_0*(1 - x_1_0),Epidemic,True
10203,1.013*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
10204,-0.177796742763673*x_1_0*(x_1_0 - 4.36)*(x_1_0 - 1.29) + 0.078,x_1_0*x_2_0/(0.852*x_1_0 + 0.124*x_2_0 + 4.536),Mutualistic,True
10205,0.0,-1.912*x_1_0 + 1.912*x_2_0,Heat,True
10206,-3.105*x_1_0 + 3.277*tanh(x_1_0),tanh(x_2_0),Excitation,True
10207,-x_1_0,exp(1.328*x_2_0)/(exp(1.328*x_2_0) + 1639.70561228323),Neural,True
10208,1.241*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
10209,x_1_0*(1.456 - 0.199*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
10210,-0.176725530406334*x_1_0*(x_1_0 - 4.346)*(x_1_0 - 1.302) + 0.085,x_1_0*x_2_0/(0.941*x_1_0 + 0.055*x_2_0 + 5.917),Mutualistic,True
10211,1.154*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
10212,-x_1_0,exp(2.019*x_2_0)/(exp(2.019*x_2_0) + 8069991.60521808),Neural,True
10213,-3.657*x_1_0 + 2.736*tanh(x_1_0),tanh(x_2_0),Excitation,True
10214,0.0,-0.683*x_1_0 + 0.683*x_2_0,Heat,True
10215,-x_1_0,exp(0.677*x_2_0)/(exp(0.677*x_2_0) + 14.093532440647),Neural,True
10216,-0.334496153461483*x_1_0*(x_1_0 - 4.339)*(x_1_0 - 0.689) + 0.089,x_1_0*x_2_0/(0.941*x_1_0 + 0.055*x_2_0 + 5.773),Mutualistic,True
10217,-x_1_0,exp(0.204*x_2_0)/(exp(0.204*x_2_0) + 1.34228314013136),Neural,True
10218,-1.602*x_1_0,0.618*x_2_0*(1 - x_1_0),Epidemic,True
10219,-2.391*x_1_0,4.671*x_2_0*(1 - x_1_0),Epidemic,True
10220,0.0,-0.575*x_1_0 + 0.575*x_2_0,Heat,True
10221,-2.51*x_1_0 + 3.002*tanh(x_1_0),tanh(x_2_0),Excitation,True
10222,0.0,-1.088*x_1_0 + 1.088*x_2_0,Heat,True
10223,-2.449*x_1_0 + 3.419*tanh(x_1_0),tanh(x_2_0),Excitation,True
10224,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
10225,0.813*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
10226,-4.921*x_1_0,0.208*x_2_0*(1 - x_1_0),Epidemic,True
10227,-0.254559154456313*x_1_0*(x_1_0 - 5.777)*(x_1_0 - 0.68) + 0.066,x_1_0*x_2_0/(0.958*x_1_0 + 0.109*x_2_0 + 5.965),Mutualistic,True
10228,-0.332673309487311*x_1_0*(x_1_0 - 4.864)*(x_1_0 - 0.618) + 0.058,x_1_0*x_2_0/(0.943*x_1_0 + 0.065*x_2_0 + 5.84),Mutualistic,True
10229,-1.898*x_1_0**1.0,x_2_0**1.0,Population,True
10230,-2.48*x_1_0 + 1.635*tanh(x_1_0),tanh(x_2_0),Excitation,True
10231,x_1_0*(1.804 - 0.826*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
10232,x_1_0*(0.652 - 0.805*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
10233,-4.627*x_1_0 + 4.121*tanh(x_1_0),tanh(x_2_0),Excitation,True
10234,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
10235,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
10236,-x_1_0,exp(0.935*x_2_0)/(exp(0.935*x_2_0) + 1931.43784126182),Neural,True
10237,-0.303*x_1_0**3.0,x_2_0**1.0,Population,True
10238,-x_1_0,exp(0.164*x_2_0)/(exp(0.164*x_2_0) + 4.13065504114286),Neural,True
10239,0.55*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
10240,x_1_0*(0.393 - 0.215*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
10241,1.115*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
10242,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
10243,-3.982*x_1_0 + 2.203*tanh(x_1_0),tanh(x_2_0),Excitation,True
10244,0.0,-1.427*x_1_0 + 1.427*x_2_0,Heat,True
10245,0.0,-1.953*x_1_0 + 1.953*x_2_0,Heat,True
10246,-1.857*x_1_0**1.0,x_2_0**1.0,Population,True
10247,x_1_0*(1.647 - 1.942*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
10248,x_1_0*(1.818 - 1.893*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
10249,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
10250,0.0,-1.793*x_1_0 + 1.793*x_2_0,Heat,True
10251,-0.156*x_1_0**3.0,x_2_0**2.0,Population,True
10252,-1.125*x_1_0**3.0,x_2_0**1.0,Population,True
10253,7.06500000000000,7.844*sin(x_1_0*x_2_0),Kuramoto,True
10254,8.95800000000000,8.389*sin(x_1_0*x_2_0),Kuramoto,True
10255,-1.444*x_1_0**1.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
10256,-1.647*x_1_0**3.0,x_2_0**1.0,Population,True
10257,-0.857*x_1_0**1.0,x_2_0**2.0,Population,True
10258,8.26100000000000,6.74*sin(x_1_0*x_2_0),Kuramoto,True
10259,-x_1_0,exp(2.688*x_2_0)/(exp(2.688*x_2_0) + 381603519695.993),Neural,True
10260,-0.193570216821871*x_1_0*(x_1_0 - 5.591)*(x_1_0 - 0.924) + 0.085,x_1_0*x_2_0/(0.932*x_1_0 + 0.123*x_2_0 + 5.362),Mutualistic,True
10261,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
10262,x_1_0*(1.473 - 1.99*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
10263,x_1_0*(0.152 - 0.708*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
10264,1.043*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
10265,-0.17936106566301*x_1_0*(x_1_0 - 5.609)*(x_1_0 - 0.994) + 0.119,x_1_0*x_2_0/(0.988*x_1_0 + 0.054*x_2_0 + 5.274),Mutualistic,True
10266,5.13000000000000,5.557*sin(x_1_0*x_2_0),Kuramoto,True
10267,-0.214458353260089*x_1_0*(x_1_0 - 4.594)*(x_1_0 - 1.015) + 0.136,x_1_0*x_2_0/(0.853*x_1_0 + 0.123*x_2_0 + 4.691),Mutualistic,True
10268,-4.751*x_1_0 + 1.58*tanh(x_1_0),tanh(x_2_0),Excitation,True
10269,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
10270,-x_1_0,exp(0.543*x_2_0)/(exp(0.543*x_2_0) + 8.47607933228956),Neural,True
10271,x_1_0*(1.542 - 0.5*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
10272,0.0,-0.834*x_1_0 + 0.834*x_2_0,Heat,True
10273,-3.245*x_1_0 + 2.034*tanh(x_1_0),tanh(x_2_0),Excitation,True
10274,-0.53*x_1_0**1.0,x_2_0**1.0,Population,True
10275,0.612*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
10276,-0.286105105288109*x_1_0*(x_1_0 - 4.557)*(x_1_0 - 0.767) + 0.072,x_1_0*x_2_0/(0.914*x_1_0 + 0.069*x_2_0 + 5.021),Mutualistic,True
10277,-5.092*x_1_0,2.268*x_2_0*(1 - x_1_0),Epidemic,True
