,F_equation_0,F_equation_1,G_equation_0,G_equation_1,type,state
3203,0.0,0.0,-0.119*x_1_0*x_2_1,0.175*x_1_0*x_2_1,SI,True
3204,-x_1_0**3 + x_1_0 - x_1_1,0.274*x_1_0 + 0.021*x_1_1 + 0.122,1.107*x_1_0 - 1.107*x_2_0,0.0,FitzHughNagumo,True
3205,0.381*x_1_1,-0.233*x_1_1,-0.117*x_1_0*x_2_1,0.124*x_1_0*x_2_1,SIS,True
3206,0.0,0.0,-0.162*x_1_0*x_2_1,0.161*x_1_0*x_2_1,SI,True
3207,-x_1_0**3 + x_1_0 - x_1_1,0.412*x_1_0 + 0.048*x_1_1 + 0.485,1.382*x_1_0 - 1.382*x_2_0,0.0,FitzHughNagumo,True
3208,0.301*x_1_1,-0.27*x_1_1,-0.08*x_1_0*x_2_1,0.118*x_1_0*x_2_1,SIS,True
3209,0.0,0.0,-0.175*x_1_0*x_2_1,0.15*x_1_0*x_2_1,SI,True
3210,0.0,0.0,-0.039*x_1_0*x_2_1,0.17*x_1_0*x_2_1,SI,True
3211,-x_1_0**3 + x_1_0 - x_1_1,0.992*x_1_0 + 0.025*x_1_1 + 0.263,0.748*x_1_0 - 0.748*x_2_0,0.0,FitzHughNagumo,True
3212,-x_1_0**3 + x_1_0 - x_1_1,0.324*x_1_0 + 0.021*x_1_1 + 0.378,1.241*x_1_0 - 1.241*x_2_0,0.0,FitzHughNagumo,True
3213,-x_1_0**3 + x_1_0 - x_1_1,0.152*x_1_0 + 0.028*x_1_1 + 0.329,0.93*x_1_0 - 0.93*x_2_0,0.0,FitzHughNagumo,True
3214,-x_1_0**3 + x_1_0 - x_1_1,0.181*x_1_0 + 0.013*x_1_1 + 0.319,0.818*x_1_0 - 0.818*x_2_0,0.0,FitzHughNagumo,True
3215,-x_1_0**3 + x_1_0 - x_1_1,0.981*x_1_0 + 0.021*x_1_1 + 0.143,1.454*x_1_0 - 1.454*x_2_0,0.0,FitzHughNagumo,True
3216,0.159*x_1_1,-0.275*x_1_1,-0.175*x_1_0*x_2_1,0.092*x_1_0*x_2_1,SIS,True
3217,-x_1_0**3 + x_1_0 - x_1_1,0.982*x_1_0 + 0.044*x_1_1 + 0.373,1.344*x_1_0 - 1.344*x_2_0,0.0,FitzHughNagumo,True
3218,0.376*x_1_1,-0.216*x_1_1,-0.086*x_1_0*x_2_1,0.169*x_1_0*x_2_1,SIS,True
3219,0.0,0.0,-0.141*x_1_0*x_2_1,0.16*x_1_0*x_2_1,SI,True
3220,0.0,0.0,-0.172*x_1_0*x_2_1,0.155*x_1_0*x_2_1,SI,True
3221,0.0,0.0,-0.088*x_1_0*x_2_1,0.146*x_1_0*x_2_1,SI,True
3222,0.298*x_1_1,-0.161*x_1_1,-0.035*x_1_0*x_2_1,0.15*x_1_0*x_2_1,SIS,True
3223,-x_1_0**3 + x_1_0 - x_1_1,0.52*x_1_0 + 0.025*x_1_1 + 0.37,1.065*x_1_0 - 1.065*x_2_0,0.0,FitzHughNagumo,True
3224,0.0,0.0,-0.193*x_1_0*x_2_1,0.147*x_1_0*x_2_1,SI,True
3225,-x_1_0**3 + x_1_0 - x_1_1,0.909*x_1_0 + 0.037*x_1_1 + 0.422,0.777*x_1_0 - 0.777*x_2_0,0.0,FitzHughNagumo,True
3226,0.0,0.0,-0.192*x_1_0*x_2_1,0.038*x_1_0*x_2_1,SI,True
3227,0.337*x_1_1,-0.267*x_1_1,-0.121*x_1_0*x_2_1,0.06*x_1_0*x_2_1,SIS,True
3228,0.0,0.0,-0.089*x_1_0*x_2_1,0.156*x_1_0*x_2_1,SI,True
3229,0.0,0.0,-0.123*x_1_0*x_2_1,0.137*x_1_0*x_2_1,SI,True
3230,0.321*x_1_1,-0.104*x_1_1,-0.032*x_1_0*x_2_1,0.2*x_1_0*x_2_1,SIS,True
3231,0.295*x_1_1,-0.349*x_1_1,-0.047*x_1_0*x_2_1,0.051*x_1_0*x_2_1,SIS,True
3232,-x_1_0**3 + x_1_0 - x_1_1,0.63*x_1_0 + 0.034*x_1_1 + 0.493,1.186*x_1_0 - 1.186*x_2_0,0.0,FitzHughNagumo,True
3233,-x_1_0**3 + x_1_0 - x_1_1,0.973*x_1_0 + 0.025*x_1_1 + 0.403,1.435*x_1_0 - 1.435*x_2_0,0.0,FitzHughNagumo,True
3234,0.187*x_1_1,-0.315*x_1_1,-0.081*x_1_0*x_2_1,0.166*x_1_0*x_2_1,SIS,True
3235,0.0,0.0,-0.064*x_1_0*x_2_1,0.189*x_1_0*x_2_1,SI,True
3236,0.0,0.0,-0.133*x_1_0*x_2_1,0.153*x_1_0*x_2_1,SI,True
3237,-x_1_0**3 + x_1_0 - x_1_1,0.279*x_1_0 + 0.045*x_1_1 + 0.204,1.325*x_1_0 - 1.325*x_2_0,0.0,FitzHughNagumo,True
3238,0.0,0.0,-0.061*x_1_0*x_2_1,0.133*x_1_0*x_2_1,SI,True
3239,0.0,0.0,-0.083*x_1_0*x_2_1,0.124*x_1_0*x_2_1,SI,True
3240,-x_1_0**3 + x_1_0 - x_1_1,0.145*x_1_0 + 0.024*x_1_1 + 0.14,1.043*x_1_0 - 1.043*x_2_0,0.0,FitzHughNagumo,True
3241,-x_1_0**3 + x_1_0 - x_1_1,0.569*x_1_0 + 0.015*x_1_1 + 0.291,0.967*x_1_0 - 0.967*x_2_0,0.0,FitzHughNagumo,True
3242,0.236*x_1_1,-0.328*x_1_1,-0.106*x_1_0*x_2_1,0.047*x_1_0*x_2_1,SIS,True
3243,-x_1_0**3 + x_1_0 - x_1_1,0.668*x_1_0 + 0.028*x_1_1 + 0.104,1.194*x_1_0 - 1.194*x_2_0,0.0,FitzHughNagumo,True
3244,0.267*x_1_1,-0.136*x_1_1,-0.029*x_1_0*x_2_1,0.106*x_1_0*x_2_1,SIS,True
3245,-x_1_0**3 + x_1_0 - x_1_1,0.361*x_1_0 + 0.026*x_1_1 + 0.304,0.675*x_1_0 - 0.675*x_2_0,0.0,FitzHughNagumo,True
3246,0.0,0.0,-0.028*x_1_0*x_2_1,0.083*x_1_0*x_2_1,SI,True
3247,0.348*x_1_1,-0.245*x_1_1,-0.031*x_1_0*x_2_1,0.155*x_1_0*x_2_1,SIS,True
3248,-x_1_0**3 + x_1_0 - x_1_1,0.442*x_1_0 + 0.035*x_1_1 + 0.43,1.079*x_1_0 - 1.079*x_2_0,0.0,FitzHughNagumo,True
3249,0.306*x_1_1,-0.101*x_1_1,-0.109*x_1_0*x_2_1,0.08*x_1_0*x_2_1,SIS,True
3250,0.294*x_1_1,-0.371*x_1_1,-0.168*x_1_0*x_2_1,0.194*x_1_0*x_2_1,SIS,True
3251,-x_1_0**3 + x_1_0 - x_1_1,0.895*x_1_0 + 0.04*x_1_1 + 0.337,0.781*x_1_0 - 0.781*x_2_0,0.0,FitzHughNagumo,True
3252,-x_1_0**3 + x_1_0 - x_1_1,0.837*x_1_0 + 0.026*x_1_1 + 0.191,0.642*x_1_0 - 0.642*x_2_0,0.0,FitzHughNagumo,True
3253,-x_1_0**3 + x_1_0 - x_1_1,0.143*x_1_0 + 0.01*x_1_1 + 0.483,0.853*x_1_0 - 0.853*x_2_0,0.0,FitzHughNagumo,True
3254,-x_1_0**3 + x_1_0 - x_1_1,0.664*x_1_0 + 0.011*x_1_1 + 0.465,0.853*x_1_0 - 0.853*x_2_0,0.0,FitzHughNagumo,True
3255,0.198*x_1_1,-0.352*x_1_1,-0.195*x_1_0*x_2_1,0.084*x_1_0*x_2_1,SIS,True
3256,0.0,0.0,-0.101*x_1_0*x_2_1,0.164*x_1_0*x_2_1,SI,True
3257,0.261*x_1_1,-0.315*x_1_1,-0.082*x_1_0*x_2_1,0.189*x_1_0*x_2_1,SIS,True
3258,0.0,0.0,-0.197*x_1_0*x_2_1,0.107*x_1_0*x_2_1,SI,True
3259,-x_1_0**3 + x_1_0 - x_1_1,0.384*x_1_0 + 0.049*x_1_1 + 0.464,0.793*x_1_0 - 0.793*x_2_0,0.0,FitzHughNagumo,True
3260,-x_1_0**3 + x_1_0 - x_1_1,0.26*x_1_0 + 0.044*x_1_1 + 0.47,0.702*x_1_0 - 0.702*x_2_0,0.0,FitzHughNagumo,True
3261,0.0,0.0,-0.164*x_1_0*x_2_1,0.166*x_1_0*x_2_1,SI,True
3262,0.124*x_1_1,-0.313*x_1_1,-0.162*x_1_0*x_2_1,0.143*x_1_0*x_2_1,SIS,True
3263,-x_1_0**3 + x_1_0 - x_1_1,0.426*x_1_0 + 0.019*x_1_1 + 0.404,1.058*x_1_0 - 1.058*x_2_0,0.0,FitzHughNagumo,True
3264,0.173*x_1_1,-0.143*x_1_1,-0.199*x_1_0*x_2_1,0.061*x_1_0*x_2_1,SIS,True
3265,0.397*x_1_1,-0.332*x_1_1,-0.035*x_1_0*x_2_1,0.114*x_1_0*x_2_1,SIS,True
3266,-x_1_0**3 + x_1_0 - x_1_1,0.924*x_1_0 + 0.014*x_1_1 + 0.295,0.947*x_1_0 - 0.947*x_2_0,0.0,FitzHughNagumo,True
3267,0.0,0.0,-0.051*x_1_0*x_2_1,0.15*x_1_0*x_2_1,SI,True
3268,0.0,0.0,-0.077*x_1_0*x_2_1,0.162*x_1_0*x_2_1,SI,True
3269,-x_1_0**3 + x_1_0 - x_1_1,0.883*x_1_0 + 0.045*x_1_1 + 0.395,0.857*x_1_0 - 0.857*x_2_0,0.0,FitzHughNagumo,True
3270,0.0,0.0,-0.021*x_1_0*x_2_1,0.077*x_1_0*x_2_1,SI,True
3271,0.0,0.0,-0.062*x_1_0*x_2_1,0.021*x_1_0*x_2_1,SI,True
3272,0.221*x_1_1,-0.386*x_1_1,-0.064*x_1_0*x_2_1,0.163*x_1_0*x_2_1,SIS,True
3273,-x_1_0**3 + x_1_0 - x_1_1,0.323*x_1_0 + 0.032*x_1_1 + 0.329,1.393*x_1_0 - 1.393*x_2_0,0.0,FitzHughNagumo,True
3274,0.126*x_1_1,-0.381*x_1_1,-0.181*x_1_0*x_2_1,0.161*x_1_0*x_2_1,SIS,True
3275,0.0,0.0,-0.177*x_1_0*x_2_1,0.069*x_1_0*x_2_1,SI,True
3276,0.189*x_1_1,-0.26*x_1_1,-0.13*x_1_0*x_2_1,0.145*x_1_0*x_2_1,SIS,True
3277,0.0,0.0,-0.054*x_1_0*x_2_1,0.045*x_1_0*x_2_1,SI,True
3278,-x_1_0**3 + x_1_0 - x_1_1,0.303*x_1_0 + 0.014*x_1_1 + 0.465,0.923*x_1_0 - 0.923*x_2_0,0.0,FitzHughNagumo,True
3279,0.0,0.0,-0.119*x_1_0*x_2_1,0.037*x_1_0*x_2_1,SI,True
3280,0.255*x_1_1,-0.325*x_1_1,-0.056*x_1_0*x_2_1,0.132*x_1_0*x_2_1,SIS,True
3281,0.0,0.0,-0.107*x_1_0*x_2_1,0.198*x_1_0*x_2_1,SI,True
3282,-x_1_0**3 + x_1_0 - x_1_1,0.247*x_1_0 + 0.029*x_1_1 + 0.315,1.076*x_1_0 - 1.076*x_2_0,0.0,FitzHughNagumo,True
3283,-x_1_0**3 + x_1_0 - x_1_1,0.789*x_1_0 + 0.029*x_1_1 + 0.247,0.988*x_1_0 - 0.988*x_2_0,0.0,FitzHughNagumo,True
3284,0.374*x_1_1,-0.183*x_1_1,-0.047*x_1_0*x_2_1,0.18*x_1_0*x_2_1,SIS,True
3285,0.0,0.0,-0.104*x_1_0*x_2_1,0.178*x_1_0*x_2_1,SI,True
3286,0.0,0.0,-0.106*x_1_0*x_2_1,0.185*x_1_0*x_2_1,SI,True
3287,0.0,0.0,-0.044*x_1_0*x_2_1,0.127*x_1_0*x_2_1,SI,True
3288,0.0,0.0,-0.111*x_1_0*x_2_1,0.098*x_1_0*x_2_1,SI,True
3289,-x_1_0**3 + x_1_0 - x_1_1,0.413*x_1_0 + 0.027*x_1_1 + 0.179,0.722*x_1_0 - 0.722*x_2_0,0.0,FitzHughNagumo,True
3290,-x_1_0**3 + x_1_0 - x_1_1,0.787*x_1_0 + 0.022*x_1_1 + 0.458,0.587*x_1_0 - 0.587*x_2_0,0.0,FitzHughNagumo,True
3291,-x_1_0**3 + x_1_0 - x_1_1,0.738*x_1_0 + 0.035*x_1_1 + 0.323,0.985*x_1_0 - 0.985*x_2_0,0.0,FitzHughNagumo,True
3292,0.102*x_1_1,-0.145*x_1_1,-0.192*x_1_0*x_2_1,0.052*x_1_0*x_2_1,SIS,True
3293,0.186*x_1_1,-0.252*x_1_1,-0.166*x_1_0*x_2_1,0.188*x_1_0*x_2_1,SIS,True
3294,-x_1_0**3 + x_1_0 - x_1_1,0.235*x_1_0 + 0.022*x_1_1 + 0.36,1.473*x_1_0 - 1.473*x_2_0,0.0,FitzHughNagumo,True
3295,0.0,0.0,-0.119*x_1_0*x_2_1,0.052*x_1_0*x_2_1,SI,True
3296,-x_1_0**3 + x_1_0 - x_1_1,0.711*x_1_0 + 0.047*x_1_1 + 0.191,1.32*x_1_0 - 1.32*x_2_0,0.0,FitzHughNagumo,True
3297,0.217*x_1_1,-0.334*x_1_1,-0.104*x_1_0*x_2_1,0.132*x_1_0*x_2_1,SIS,True
3298,0.223*x_1_1,-0.28*x_1_1,-0.086*x_1_0*x_2_1,0.089*x_1_0*x_2_1,SIS,True
3299,-x_1_0**3 + x_1_0 - x_1_1,0.986*x_1_0 + 0.046*x_1_1 + 0.348,1.352*x_1_0 - 1.352*x_2_0,0.0,FitzHughNagumo,True
3300,0.0,0.0,-0.083*x_1_0*x_2_1,0.175*x_1_0*x_2_1,SI,True
3301,0.287*x_1_1,-0.373*x_1_1,-0.027*x_1_0*x_2_1,0.16*x_1_0*x_2_1,SIS,True
3302,0.309*x_1_1,-0.272*x_1_1,-0.027*x_1_0*x_2_1,0.057*x_1_0*x_2_1,SIS,True
3303,-x_1_0**3 + x_1_0 - x_1_1,0.194*x_1_0 + 0.015*x_1_1 + 0.177,1.316*x_1_0 - 1.316*x_2_0,0.0,FitzHughNagumo,True
3304,0.0,0.0,-0.077*x_1_0*x_2_1,0.178*x_1_0*x_2_1,SI,True
3305,0.162*x_1_1,-0.241*x_1_1,-0.145*x_1_0*x_2_1,0.1*x_1_0*x_2_1,SIS,True
3306,0.31*x_1_1,-0.267*x_1_1,-0.082*x_1_0*x_2_1,0.143*x_1_0*x_2_1,SIS,True
3307,0.238*x_1_1,-0.203*x_1_1,-0.135*x_1_0*x_2_1,0.023*x_1_0*x_2_1,SIS,True
3308,0.0,0.0,-0.113*x_1_0*x_2_1,0.104*x_1_0*x_2_1,SI,True
3309,0.0,0.0,-0.162*x_1_0*x_2_1,0.098*x_1_0*x_2_1,SI,True
3310,0.115*x_1_1,-0.394*x_1_1,-0.132*x_1_0*x_2_1,0.148*x_1_0*x_2_1,SIS,True
3311,0.0,0.0,-0.176*x_1_0*x_2_1,0.112*x_1_0*x_2_1,SI,True
3312,0.367*x_1_1,-0.242*x_1_1,-0.173*x_1_0*x_2_1,0.021*x_1_0*x_2_1,SIS,True
3313,0.0,0.0,-0.052*x_1_0*x_2_1,0.163*x_1_0*x_2_1,SI,True
3314,0.391*x_1_1,-0.112*x_1_1,-0.152*x_1_0*x_2_1,0.2*x_1_0*x_2_1,SIS,True
3315,0.153*x_1_1,-0.226*x_1_1,-0.113*x_1_0*x_2_1,0.187*x_1_0*x_2_1,SIS,True
3316,-x_1_0**3 + x_1_0 - x_1_1,0.175*x_1_0 + 0.013*x_1_1 + 0.473,0.636*x_1_0 - 0.636*x_2_0,0.0,FitzHughNagumo,True
3317,0.0,0.0,-0.064*x_1_0*x_2_1,0.025*x_1_0*x_2_1,SI,True
3318,0.0,0.0,-0.097*x_1_0*x_2_1,0.034*x_1_0*x_2_1,SI,True
3319,0.0,0.0,-0.036*x_1_0*x_2_1,0.115*x_1_0*x_2_1,SI,True
3320,0.0,0.0,-0.115*x_1_0*x_2_1,0.055*x_1_0*x_2_1,SI,True
3321,0.116*x_1_1,-0.382*x_1_1,-0.137*x_1_0*x_2_1,0.116*x_1_0*x_2_1,SIS,True
3322,-x_1_0**3 + x_1_0 - x_1_1,0.741*x_1_0 + 0.039*x_1_1 + 0.32,0.818*x_1_0 - 0.818*x_2_0,0.0,FitzHughNagumo,True
3323,0.0,0.0,-0.053*x_1_0*x_2_1,0.182*x_1_0*x_2_1,SI,True
3324,0.139*x_1_1,-0.329*x_1_1,-0.133*x_1_0*x_2_1,0.063*x_1_0*x_2_1,SIS,True
3325,0.0,0.0,-0.101*x_1_0*x_2_1,0.06*x_1_0*x_2_1,SI,True
3326,0.0,0.0,-0.09*x_1_0*x_2_1,0.053*x_1_0*x_2_1,SI,True
3327,0.295*x_1_1,-0.244*x_1_1,-0.138*x_1_0*x_2_1,0.134*x_1_0*x_2_1,SIS,True
3328,-x_1_0**3 + x_1_0 - x_1_1,0.761*x_1_0 + 0.018*x_1_1 + 0.141,1.384*x_1_0 - 1.384*x_2_0,0.0,FitzHughNagumo,True
3329,-x_1_0**3 + x_1_0 - x_1_1,0.261*x_1_0 + 0.019*x_1_1 + 0.497,0.93*x_1_0 - 0.93*x_2_0,0.0,FitzHughNagumo,True
3330,0.0,0.0,-0.194*x_1_0*x_2_1,0.195*x_1_0*x_2_1,SI,True
3331,0.0,0.0,-0.156*x_1_0*x_2_1,0.104*x_1_0*x_2_1,SI,True
3332,0.0,0.0,-0.166*x_1_0*x_2_1,0.077*x_1_0*x_2_1,SI,True
3333,0.0,0.0,-0.188*x_1_0*x_2_1,0.142*x_1_0*x_2_1,SI,True
3334,-x_1_0**3 + x_1_0 - x_1_1,0.67*x_1_0 + 0.014*x_1_1 + 0.499,0.525*x_1_0 - 0.525*x_2_0,0.0,FitzHughNagumo,True
3335,-x_1_0**3 + x_1_0 - x_1_1,0.591*x_1_0 + 0.038*x_1_1 + 0.493,0.702*x_1_0 - 0.702*x_2_0,0.0,FitzHughNagumo,True
3336,0.0,0.0,-0.024*x_1_0*x_2_1,0.055*x_1_0*x_2_1,SI,True
3337,0.133*x_1_1,-0.247*x_1_1,-0.155*x_1_0*x_2_1,0.156*x_1_0*x_2_1,SIS,True
3338,-x_1_0**3 + x_1_0 - x_1_1,0.307*x_1_0 + 0.043*x_1_1 + 0.114,1.357*x_1_0 - 1.357*x_2_0,0.0,FitzHughNagumo,True
3339,0.0,0.0,-0.151*x_1_0*x_2_1,0.197*x_1_0*x_2_1,SI,True
3340,0.375*x_1_1,-0.272*x_1_1,-0.071*x_1_0*x_2_1,0.03*x_1_0*x_2_1,SIS,True
3341,0.258*x_1_1,-0.37*x_1_1,-0.094*x_1_0*x_2_1,0.072*x_1_0*x_2_1,SIS,True
3342,0.0,0.0,-0.142*x_1_0*x_2_1,0.04*x_1_0*x_2_1,SI,True
3343,0.0,0.0,-0.154*x_1_0*x_2_1,0.165*x_1_0*x_2_1,SI,True
3344,-x_1_0**3 + x_1_0 - x_1_1,0.511*x_1_0 + 0.048*x_1_1 + 0.151,1.376*x_1_0 - 1.376*x_2_0,0.0,FitzHughNagumo,True
3345,0.0,0.0,-0.099*x_1_0*x_2_1,0.193*x_1_0*x_2_1,SI,True
3346,0.234*x_1_1,-0.329*x_1_1,-0.029*x_1_0*x_2_1,0.144*x_1_0*x_2_1,SIS,True
3347,0.0,0.0,-0.037*x_1_0*x_2_1,0.134*x_1_0*x_2_1,SI,True
3348,-x_1_0**3 + x_1_0 - x_1_1,0.735*x_1_0 + 0.03*x_1_1 + 0.443,1.351*x_1_0 - 1.351*x_2_0,0.0,FitzHughNagumo,True
3349,0.229*x_1_1,-0.155*x_1_1,-0.035*x_1_0*x_2_1,0.076*x_1_0*x_2_1,SIS,True
3350,-x_1_0**3 + x_1_0 - x_1_1,0.445*x_1_0 + 0.047*x_1_1 + 0.359,0.756*x_1_0 - 0.756*x_2_0,0.0,FitzHughNagumo,True
3351,0.252*x_1_1,-0.213*x_1_1,-0.086*x_1_0*x_2_1,0.2*x_1_0*x_2_1,SIS,True
3352,0.0,0.0,-0.101*x_1_0*x_2_1,0.102*x_1_0*x_2_1,SI,True
3353,-x_1_0**3 + x_1_0 - x_1_1,0.787*x_1_0 + 0.026*x_1_1 + 0.128,1.36*x_1_0 - 1.36*x_2_0,0.0,FitzHughNagumo,True
3354,0.0,0.0,-0.038*x_1_0*x_2_1,0.114*x_1_0*x_2_1,SI,True
3355,0.0,0.0,-0.151*x_1_0*x_2_1,0.139*x_1_0*x_2_1,SI,True
3356,0.0,0.0,-0.166*x_1_0*x_2_1,0.139*x_1_0*x_2_1,SI,True
3357,0.184*x_1_1,-0.179*x_1_1,-0.048*x_1_0*x_2_1,0.156*x_1_0*x_2_1,SIS,True
3358,-x_1_0**3 + x_1_0 - x_1_1,0.607*x_1_0 + 0.036*x_1_1 + 0.473,0.945*x_1_0 - 0.945*x_2_0,0.0,FitzHughNagumo,True
3359,0.0,0.0,-0.112*x_1_0*x_2_1,0.174*x_1_0*x_2_1,SI,True
3360,-x_1_0**3 + x_1_0 - x_1_1,0.791*x_1_0 + 0.019*x_1_1 + 0.499,1.291*x_1_0 - 1.291*x_2_0,0.0,FitzHughNagumo,True
3361,-x_1_0**3 + x_1_0 - x_1_1,0.206*x_1_0 + 0.033*x_1_1 + 0.335,1.405*x_1_0 - 1.405*x_2_0,0.0,FitzHughNagumo,True
3362,0.0,0.0,-0.199*x_1_0*x_2_1,0.087*x_1_0*x_2_1,SI,True
3363,0.189*x_1_1,-0.284*x_1_1,-0.182*x_1_0*x_2_1,0.102*x_1_0*x_2_1,SIS,True
3364,0.211*x_1_1,-0.275*x_1_1,-0.107*x_1_0*x_2_1,0.042*x_1_0*x_2_1,SIS,True
3365,0.0,0.0,-0.122*x_1_0*x_2_1,0.149*x_1_0*x_2_1,SI,True
3366,0.0,0.0,-0.047*x_1_0*x_2_1,0.172*x_1_0*x_2_1,SI,True
3367,0.0,0.0,-0.08*x_1_0*x_2_1,0.038*x_1_0*x_2_1,SI,True
3368,-x_1_0**3 + x_1_0 - x_1_1,0.775*x_1_0 + 0.035*x_1_1 + 0.47,0.545*x_1_0 - 0.545*x_2_0,0.0,FitzHughNagumo,True
3369,0.119*x_1_1,-0.142*x_1_1,-0.141*x_1_0*x_2_1,0.127*x_1_0*x_2_1,SIS,True
3370,0.0,0.0,-0.1*x_1_0*x_2_1,0.188*x_1_0*x_2_1,SI,True
3371,0.0,0.0,-0.127*x_1_0*x_2_1,0.02*x_1_0*x_2_1,SI,True
3372,0.0,0.0,-0.199*x_1_0*x_2_1,0.157*x_1_0*x_2_1,SI,True
3373,0.0,0.0,-0.16*x_1_0*x_2_1,0.053*x_1_0*x_2_1,SI,True
3374,0.0,0.0,-0.178*x_1_0*x_2_1,0.104*x_1_0*x_2_1,SI,True
3375,-x_1_0**3 + x_1_0 - x_1_1,0.811*x_1_0 + 0.03*x_1_1 + 0.364,0.81*x_1_0 - 0.81*x_2_0,0.0,FitzHughNagumo,True
3376,-x_1_0**3 + x_1_0 - x_1_1,0.77*x_1_0 + 0.046*x_1_1 + 0.213,1.112*x_1_0 - 1.112*x_2_0,0.0,FitzHughNagumo,True
3377,0.0,0.0,-0.157*x_1_0*x_2_1,0.039*x_1_0*x_2_1,SI,True
3378,0.267*x_1_1,-0.356*x_1_1,-0.189*x_1_0*x_2_1,0.196*x_1_0*x_2_1,SIS,True
3379,0.262*x_1_1,-0.211*x_1_1,-0.2*x_1_0*x_2_1,0.141*x_1_0*x_2_1,SIS,True
3380,-x_1_0**3 + x_1_0 - x_1_1,0.228*x_1_0 + 0.049*x_1_1 + 0.231,1.226*x_1_0 - 1.226*x_2_0,0.0,FitzHughNagumo,True
3381,0.223*x_1_1,-0.116*x_1_1,-0.175*x_1_0*x_2_1,0.156*x_1_0*x_2_1,SIS,True
3382,0.0,0.0,-0.033*x_1_0*x_2_1,0.146*x_1_0*x_2_1,SI,True
3383,-x_1_0**3 + x_1_0 - x_1_1,0.131*x_1_0 + 0.036*x_1_1 + 0.216,1.156*x_1_0 - 1.156*x_2_0,0.0,FitzHughNagumo,True
3384,0.0,0.0,-0.131*x_1_0*x_2_1,0.028*x_1_0*x_2_1,SI,True
3385,-x_1_0**3 + x_1_0 - x_1_1,0.279*x_1_0 + 0.039*x_1_1 + 0.277,1.255*x_1_0 - 1.255*x_2_0,0.0,FitzHughNagumo,True
3386,-x_1_0**3 + x_1_0 - x_1_1,0.13*x_1_0 + 0.02*x_1_1 + 0.248,1.453*x_1_0 - 1.453*x_2_0,0.0,FitzHughNagumo,True
3387,-x_1_0**3 + x_1_0 - x_1_1,0.414*x_1_0 + 0.021*x_1_1 + 0.212,1.423*x_1_0 - 1.423*x_2_0,0.0,FitzHughNagumo,True
3388,-x_1_0**3 + x_1_0 - x_1_1,0.326*x_1_0 + 0.035*x_1_1 + 0.348,1.054*x_1_0 - 1.054*x_2_0,0.0,FitzHughNagumo,True
3389,-x_1_0**3 + x_1_0 - x_1_1,0.179*x_1_0 + 0.027*x_1_1 + 0.304,1.262*x_1_0 - 1.262*x_2_0,0.0,FitzHughNagumo,True
3390,-x_1_0**3 + x_1_0 - x_1_1,0.976*x_1_0 + 0.049*x_1_1 + 0.462,0.596*x_1_0 - 0.596*x_2_0,0.0,FitzHughNagumo,True
3391,0.0,0.0,-0.046*x_1_0*x_2_1,0.042*x_1_0*x_2_1,SI,True
3392,0.0,0.0,-0.071*x_1_0*x_2_1,0.082*x_1_0*x_2_1,SI,True
3393,0.176*x_1_1,-0.179*x_1_1,-0.038*x_1_0*x_2_1,0.061*x_1_0*x_2_1,SIS,True
3394,0.388*x_1_1,-0.338*x_1_1,-0.133*x_1_0*x_2_1,0.115*x_1_0*x_2_1,SIS,True
3395,-x_1_0**3 + x_1_0 - x_1_1,0.192*x_1_0 + 0.018*x_1_1 + 0.487,1.485*x_1_0 - 1.485*x_2_0,0.0,FitzHughNagumo,True
3396,-x_1_0**3 + x_1_0 - x_1_1,0.192*x_1_0 + 0.019*x_1_1 + 0.181,0.854*x_1_0 - 0.854*x_2_0,0.0,FitzHughNagumo,True
3397,-x_1_0**3 + x_1_0 - x_1_1,0.686*x_1_0 + 0.033*x_1_1 + 0.148,1.254*x_1_0 - 1.254*x_2_0,0.0,FitzHughNagumo,True
3398,0.211*x_1_1,-0.153*x_1_1,-0.12*x_1_0*x_2_1,0.147*x_1_0*x_2_1,SIS,True
3399,0.0,0.0,-0.122*x_1_0*x_2_1,0.179*x_1_0*x_2_1,SI,True
3400,0.0,0.0,-0.024*x_1_0*x_2_1,0.194*x_1_0*x_2_1,SI,True
3401,0.0,0.0,-0.14*x_1_0*x_2_1,0.09*x_1_0*x_2_1,SI,True
3402,0.227*x_1_1,-0.264*x_1_1,-0.177*x_1_0*x_2_1,0.097*x_1_0*x_2_1,SIS,True
3403,0.0,0.0,-0.075*x_1_0*x_2_1,0.035*x_1_0*x_2_1,SI,True
3404,0.135*x_1_1,-0.223*x_1_1,-0.038*x_1_0*x_2_1,0.113*x_1_0*x_2_1,SIS,True
3405,0.0,0.0,-0.051*x_1_0*x_2_1,0.109*x_1_0*x_2_1,SI,True
3406,-x_1_0**3 + x_1_0 - x_1_1,0.41*x_1_0 + 0.047*x_1_1 + 0.455,1.084*x_1_0 - 1.084*x_2_0,0.0,FitzHughNagumo,True
3407,-x_1_0**3 + x_1_0 - x_1_1,0.472*x_1_0 + 0.05*x_1_1 + 0.126,1.078*x_1_0 - 1.078*x_2_0,0.0,FitzHughNagumo,True
3408,-x_1_0**3 + x_1_0 - x_1_1,0.716*x_1_0 + 0.047*x_1_1 + 0.267,1.088*x_1_0 - 1.088*x_2_0,0.0,FitzHughNagumo,True
3409,-x_1_0**3 + x_1_0 - x_1_1,0.754*x_1_0 + 0.047*x_1_1 + 0.246,1.088*x_1_0 - 1.088*x_2_0,0.0,FitzHughNagumo,True
